age,workclass,education,'marital status',race,sex,'Native Region',result
21,' Private',' College',' Never-married',' Black',' Male',' Latin / South America',' <=50K'
50,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
28,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
58,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
35,' Private',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
36,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
58,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
41,' Private',' pre-HS',' Married',' White',' Male',' Latin / South America',' >50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
45,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
47,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' No Income',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
48,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
27,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
26,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
34,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
35,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
20,' Government',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Married',' Amer-Asian-Eskimo',' Male',' US and Canada',' >50K'
42,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
30,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
34,' Private',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
57,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
65,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
22,' Private',' College',' Never-married',' Black',' Female',' Latin / South America',' <=50K'
39,' ?',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
46,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
62,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
25,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
50,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
45,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
43,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
31,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
32,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
33,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
53,' Government',' College',' Married',' Asian-Pac-Islander',' Female',' Asia',' >50K'
34,' Government',' Higher Education',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
32,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
22,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
20,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
27,' Government',' Higher Education',' Never-married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
49,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
32,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
33,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' US and Canada',' >50K'
53,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
17,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
26,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
22,' ?',' College',' Never-married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
55,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' Europe',' <=50K'
29,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
49,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
28,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
47,' No Income',' Higher Education',' Married',' White',' Female',' US and Canada',' >50K'
50,' Private',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
27,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
53,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
56,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
25,' Private',' pre-HS',' Seperated or Widowed',' White',' Male',' Latin / South America',' <=50K'
41,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
20,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
40,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
48,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
44,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
30,' Private',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
53,' Government',' College',' Married',' White',' Male',' Europe',' >50K'
17,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
79,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
62,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
51,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
52,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
33,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
30,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
38,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
50,' Government',' Higher Education',' Married',' White',' Female',' US and Canada',' >50K'
49,' Private',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
63,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
30,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
28,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
48,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
29,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
28,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
54,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
56,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
34,' Government',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
46,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
33,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
41,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
36,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
39,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
36,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
60,' No Income',' College',' Seperated or Widowed',' Black',' Male',' ?',' <=50K'
27,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
35,' Government',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
52,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
36,' Government',' College',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
30,' Government',' Higher Education',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
23,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
46,' Private',' pre-HS',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
32,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
22,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
52,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
42,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
44,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
45,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
58,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
39,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
48,' Private',' College',' Married',' White',' Female',' Europe',' >50K'
63,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
32,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
42,' Government',' College',' Married',' White',' Male',' Latin / South America',' <=50K'
30,' Government',' Higher Education',' Never-married',' Black',' Female',' US and Canada',' <=50K'
33,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' Latin / South America',' <=50K'
65,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
